customer_id,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
9200-NLNPD,One Year,TRUE,Bank Withdrawal,54.05,2959.8,0,40,0,2999.8
3340-QBBFM,One Year,FALSE,Credit Card,54.1,1992.85,1.09,0,1697.76,3689.52
3351-NGXYI,One Year,TRUE,Bank Withdrawal,54.1,889,0,0,155.52,1044.52
5906-CVLHP,One Year,TRUE,Credit Card,54.15,2319.8,0,0,1891.8,4211.6
9705-ZJBCG,One Year,FALSE,Bank Withdrawal,54.15,701.05,0,0,255.19,956.24
8409-WQJUX,One Year,FALSE,Bank Withdrawal,54.2,1423.15,0,0,0,1423.15
3354-OADJP,One Year,FALSE,Bank Withdrawal,54.25,447.75,0,0,342.24,789.99
6994-ORCWG,One Year,TRUE,Mailed Check,54.25,773.2,0,0,294.42,1067.62
3482-ABPKK,One Year,FALSE,Credit Card,54.3,1546.3,0,150,795.76,2492.06
6981-TDRFT,One Year,TRUE,Bank Withdrawal,54.3,2317.1,0,10,0,2327.1
3422-WJOYD,One Year,FALSE,Credit Card,54.35,1426.45,0,30,941.64,2398.09
0557-ASKVU,One Year,TRUE,Credit Card,54.4,957.1,0,0,809.46,1766.56
1099-BTKWT,One Year,TRUE,Bank Withdrawal,54.4,3723.65,25.62,0,0,3698.03
9931-DCEZH,One Year,TRUE,Credit Card,54.4,1516.6,0,0,964.04,2480.64
6094-ZIVKX,One Year,TRUE,Credit Card,54.45,3674.95,0,0,1183.88,4858.83
8570-KLJYJ,One Year,FALSE,Credit Card,54.45,1893.5,0,0,934.2,2827.7
2812-ENYMO,One Year,FALSE,Credit Card,54.55,1362.85,0,0,0,1362.85
9411-TPQQV,One Year,TRUE,Bank Withdrawal,54.55,2236.2,11.48,40,0,2264.72
1877-HKBQX,One Year,TRUE,Mailed Check,54.6,617.85,0,0,12.76,630.61
2519-ERQOJ,One Year,TRUE,Bank Withdrawal,54.6,1803.7,0,0,0,1803.7
6576-FBXOJ,One Year,FALSE,Bank Withdrawal,54.6,934.8,47.73,0,0,887.07
7901-IIDQV,One Year,FALSE,Bank Withdrawal,54.6,1242.25,28.42,0,180.48,1394.31
6035-BXTTY,One Year,FALSE,Bank Withdrawal,54.65,1830.1,0,10,637.44,2477.54
6195-MELTI,One Year,TRUE,Credit Card,54.65,3134.7,0,0,531.24,3665.94
1042-HFUCW,One Year,TRUE,Credit Card,54.75,1266.35,15.76,0,997.5,2248.09
1708-PBBOA,One Year,TRUE,Bank Withdrawal,54.75,2348.45,0,80,0,2428.45
8050-XGRVL,One Year,FALSE,Credit Card,54.75,3425.35,8.5,0,2041.04,5457.89
2430-RRYUW,One Year,TRUE,Mailed Check,54.8,3465.7,0,0,762.96,4228.66
4522-AKYLR,One Year,TRUE,Bank Withdrawal,54.8,731.3,0,0,136.63,867.93
2724-FJDYW,One Year,FALSE,Bank Withdrawal,54.85,2191.7,0,0,0,2191.7
2511-MORQY,One Year,FALSE,Bank Withdrawal,54.9,2614.1,0,0,516.5,3130.6
5944-UGLLK,One Year,FALSE,Credit Card,54.9,3045.75,0,0,0,3045.75
6461-PPAXN,One Year,TRUE,Bank Withdrawal,54.95,1916,0,0,1476.3,3392.3
2188-SXWVT,One Year,FALSE,Credit Card,55,1885.15,0,0,1467.78,3352.93
2519-TWKFS,One Year,TRUE,Credit Card,55.1,1466.1,0,0,1177.5,2643.6
4576-CSAJH,One Year,TRUE,Credit Card,55.15,1193.05,0,0,737.66,1930.71
9987-LUTYD,One Year,FALSE,Credit Card,55.15,742.9,0,0,606.84,1349.74
6586-PSJOX,One Year,FALSE,Credit Card,55.2,864.55,0,80,24.45,969
6303-KFWSL,One Year,TRUE,Bank Withdrawal,55.25,1620.2,0,0,1141.15,2761.35
1301-LOPVR,One Year,TRUE,Credit Card,55.35,1636.95,0,0,0,1636.95
5724-BIDBU,One Year,TRUE,Bank Withdrawal,55.35,2633.95,0,0,2067.31,4701.26
2039-JONDJ,One Year,FALSE,Bank Withdrawal,55.45,1477.65,0,0,547.83,2025.48
6008-NAIXK,One Year,TRUE,Bank Withdrawal,55.45,2966.95,0,0,0,2966.95
9619-GSATL,One Year,FALSE,Bank Withdrawal,55.45,2444.25,0,130,68.8,2643.05
6416-JNVRK,One Year,FALSE,Credit Card,55.65,2688.85,0,0,93.38,2782.23
1371-WEPDS,One Year,FALSE,Bank Withdrawal,55.8,2283.3,0,50,1142.4,3475.7
5306-BVTKJ,One Year,TRUE,Credit Card,55.8,2651.2,0,0,1838.4,4489.6
6784-XYJAE,One Year,FALSE,Bank Withdrawal,55.8,1941.5,0,70,1689.12,3700.62
9894-QMIMJ,One Year,FALSE,Bank Withdrawal,55.8,1327.85,0,0,207.92,1535.77
2858-MOFSQ,One Year,TRUE,Mailed Check,55.85,937.5,0,0,413.27,1350.77
7746-QYVCO,One Year,TRUE,Credit Card,55.85,857.8,0,0,336.64,1194.44
3067-SVMTC,One Year,FALSE,Bank Withdrawal,55.9,3848.8,0,20,3045.72,6914.52
2898-LSJGD,One Year,TRUE,Bank Withdrawal,55.95,1157.05,0,10,0,1167.05
6933-FHBZC,One Year,TRUE,Credit Card,56.05,1553.2,0,0,929.5,2482.7
8109-YUOHE,One Year,FALSE,Credit Card,56.1,946.95,0,0,619.99,1566.94
0743-HRVFF,One Year,TRUE,Bank Withdrawal,56.15,2898.95,0,0,0,2898.95
6388-TABGU,One Year,FALSE,Bank Withdrawal,56.15,3487.95,0,0,493.52,3981.47
6728-CZFEI,One Year,FALSE,Credit Card,56.15,931.9,35.23,0,98.4,995.07
6584-VQMYT,One Year,FALSE,Credit Card,56.2,1567.55,0,30,71.01,1668.56
0661-WCQNQ,One Year,TRUE,Credit Card,56.25,1292.2,0,100,168.96,1561.16
7508-KBIMB,One Year,TRUE,Credit Card,56.25,1454.25,0,0,55.44,1509.69
1264-FUHCX,One Year,TRUE,Credit Card,56.3,2780.6,0,0,0,2780.6
2746-DIJLO,One Year,TRUE,Credit Card,56.3,2364,0,0,1495.27,3859.27
6968-URWQU,One Year,TRUE,Credit Card,56.35,2391.15,0,0,186.62,2577.77
9060-HJJRW,One Year,TRUE,Credit Card,56.4,2928.5,0,0,0,2928.5
2639-UGMAZ,One Year,TRUE,Bank Withdrawal,56.45,3985.35,0,0,0,3985.35
2725-IWWBA,One Year,FALSE,Credit Card,56.9,2560.1,0,0,1768.7,4328.8
5575-GNVDE,One Year,FALSE,Mailed Check,56.95,1889.5,0,0,581.06,2470.56
6064-PUPMC,One Year,FALSE,Credit Card,57.2,1423.35,0,0,870.78,2294.13
5989-OMNJE,One Year,FALSE,Bank Withdrawal,57.6,1367.75,0,0,0,1367.75
6543-JXSOO,One Year,TRUE,Credit Card,57.75,1282.85,0,0,296.24,1579.09
4549-ZDQYY,One Year,FALSE,Credit Card,57.95,3042.25,0,0,1759.68,4801.93
2282-YGNOR,One Year,FALSE,Credit Card,58,1734.5,0,0,419.34,2153.84
2680-XKKNJ,One Year,FALSE,Bank Withdrawal,58.2,469.25,0,30,140.16,639.41
6296-DDOOR,One Year,FALSE,Bank Withdrawal,58.2,1045.25,0,0,462.65,1507.9
6152-ONASV,One Year,FALSE,Bank Withdrawal,58.25,3975.7,0,140,2819.28,6934.98
6872-HXFNF,One Year,FALSE,Bank Withdrawal,58.35,3756.45,0,0,2577.92,6334.37
9357-UJRUN,One Year,TRUE,Bank Withdrawal,58.35,1346.9,0,0,816.24,2163.14
8821-KVZKQ,One Year,TRUE,Bank Withdrawal,58.4,4113.15,32.53,0,0,4080.62
5844-QVTAT,One Year,TRUE,Credit Card,58.45,1955.4,0,0,290.07,2245.47
3055-VTCGS,One Year,FALSE,Credit Card,58.55,3503.5,0,0,1724.94,5228.44
1898-JSNDC,One Year,TRUE,Credit Card,58.6,2224.5,0,0,1878.63,4103.13
2027-DNKIV,One Year,TRUE,Credit Card,58.75,2203.1,0,0,1319.79,3522.89
8680-CGLTP,One Year,TRUE,Bank Withdrawal,58.75,1696.2,0,50,232,1978.2
5837-LXSDN,One Year,TRUE,Credit Card,58.85,1215.45,0,0,750.12,1965.57
4565-EVZMJ,One Year,TRUE,Credit Card,58.9,2813.05,0,0,1238.45,4051.5
6941-KXRRV,One Year,TRUE,Bank Withdrawal,58.95,2789.7,0,0,1652.64,4442.34
9473-CBZOP,One Year,FALSE,Credit Card,59,1654.45,0,0,925.4,2579.85
5795-BKOYE,One Year,FALSE,Bank Withdrawal,59.1,4134.7,0,0,999.12,5133.82
7228-PAQPD,One Year,FALSE,Credit Card,59.1,772.85,0,0,476.14,1248.99
7629-WIXZF,One Year,TRUE,Bank Withdrawal,59.1,369.25,0,0,47.81,417.06
4328-VUFWD,One Year,FALSE,Bank Withdrawal,59.3,2209.15,0,0,264.03,2473.18
5294-CDGWY,One Year,FALSE,Bank Withdrawal,59.3,3014.65,0,0,0,3014.65
7153-CHRBV,One Year,TRUE,Credit Card,59.3,3274.35,0,0,1074.45,4348.8
8383-SGHJU,One Year,FALSE,Bank Withdrawal,59.4,1952.8,0,0,339.24,2292.04
3205-MXZRA,One Year,FALSE,Credit Card,59.45,1507,0,0,84.76,1591.76
4547-FZJWE,One Year,FALSE,Credit Card,59.45,3157,0,40,1989.35,5186.35
3950-VPYJB,One Year,FALSE,Credit Card,59.6,3509.4,0,70,829.35,4408.75
1353-GHZOS,One Year,TRUE,Bank Withdrawal,59.75,1374.35,0,0,132.66,1507.01
1699-HPSBG,One Year,TRUE,Bank Withdrawal,59.8,727.8,0,0,115.2,843
1752-OZXFY,One Year,TRUE,Credit Card,59.8,3561.15,0,0,914.4,4475.55
6047-SUHPR,One Year,FALSE,Bank Withdrawal,59.8,2343.85,0,140,538.2,3022.05
3401-URHDA,One Year,FALSE,Credit Card,59.9,3043.6,0,0,502.35,3545.95
4785-QRJHC,One Year,TRUE,Bank Withdrawal,59.9,2816.65,0,150,0,2966.65
5753-QQWPW,One Year,TRUE,Bank Withdrawal,59.9,1654.7,0,0,316.96,1971.66
6933-VLYFX,One Year,FALSE,Bank Withdrawal,59.95,1848.8,0,0,0,1848.8
1183-CANVH,One Year,FALSE,Bank Withdrawal,60,1347.15,0,0,31.97,1379.12
3275-RHRNE,One Year,TRUE,Credit Card,60,1682.05,0,0,0,1682.05
3605-JISKB,One Year,FALSE,Credit Card,60,3316.1,0,0,499.4,3815.5
4468-KAZHE,One Year,TRUE,Bank Withdrawal,60,1259.35,0,0,179.6,1438.95
2634-HCZGT,One Year,TRUE,Bank Withdrawal,60.05,3229.65,0,100,1148.51,4478.16
5196-WPYOW,One Year,FALSE,Credit Card,60.05,3994.05,0,0,437.51,4431.56
4445-KWOKW,One Year,TRUE,Bank Withdrawal,60.15,2421.6,0,0,1236.48,3658.08
7876-AEHIG,One Year,FALSE,Bank Withdrawal,60.15,3077,0,0,0,3077
3489-VSFRD,One Year,TRUE,Credit Card,60.25,3282.75,0,0,1728.16,5010.91
8220-OCUFY,One Year,TRUE,Bank Withdrawal,60.25,1258.35,0,0,155.61,1413.96
0378-XSZPU,One Year,FALSE,Credit Card,60.3,3563.8,0,0,998.76,4562.56
2292-XQWSV,One Year,FALSE,Credit Card,60.3,2448.5,0,0,0,2448.5
9720-JJJOR,One Year,TRUE,Bank Withdrawal,60.3,2511.3,0,0,99.63,2610.93
7781-EWARA,One Year,FALSE,Bank Withdrawal,60.35,4138.7,49.23,0,0,4089.47
8869-TORSS,One Year,TRUE,Credit Card,60.35,2896.4,0,0,1627.68,4524.08
3441-CGZJH,One Year,TRUE,Credit Card,60.4,2640.55,0,100,0,2740.55
2794-XIMMO,One Year,TRUE,Bank Withdrawal,60.45,3184.25,0,0,0,3184.25
2239-CGBUZ,One Year,TRUE,Bank Withdrawal,60.5,3145.15,0,0,2406.18,5551.33
2969-VAPYH,One Year,FALSE,Credit Card,60.5,3870,0,0,2411.33,6281.33
0657-DOGUM,One Year,TRUE,Bank Withdrawal,60.6,2985.25,0,100,2146.56,5231.81
9640-ZSLDC,One Year,FALSE,Credit Card,60.6,3297,0,0,1695.47,4992.47
0993-OSGPT,One Year,TRUE,Bank Withdrawal,60.65,3975.9,0,0,2757.4,6733.3
7750-EYXWZ,One Year,FALSE,Bank Withdrawal,60.65,743.3,40.41,0,0,702.89
4730-AWNAU,One Year,FALSE,Credit Card,60.7,2234.55,0,0,0,2234.55
7105-MXJLL,One Year,FALSE,Credit Card,60.7,1597.4,0,0,445.12,2042.52
4086-ATNFV,One Year,TRUE,Mailed Check,60.8,2042.05,0,0,1685.72,3727.77
9955-QOPOY,One Year,TRUE,Credit Card,60.8,4263.4,0,0,0,4263.4
9489-UTFKA,One Year,FALSE,Bank Withdrawal,60.9,551.95,16.58,0,179.2,714.57
3740-RLMVT,One Year,TRUE,Bank Withdrawal,60.95,4119.4,17.19,0,2818.69,6920.9
4636-OLWOE,One Year,TRUE,Bank Withdrawal,61,3283.05,0,0,224.64,3507.69
6402-SSEJG,One Year,FALSE,Bank Withdrawal,61.05,1540.2,0,0,0,1540.2
7670-ZBPOQ,One Year,TRUE,Bank Withdrawal,61.05,3478.75,0,0,1528.88,5007.63
7470-DYNOE,One Year,TRUE,Bank Withdrawal,61.1,3357.9,0,0,255.46,3613.36
3727-OWVYD,One Year,FALSE,Mailed Check,61.2,2021.2,0,0,1343.3,3364.5
0020-JDNXP,One Year,FALSE,Credit Card,61.25,1993.2,0,0,0,1993.2
9314-QDMDW,One Year,TRUE,Bank Withdrawal,61.25,729.95,0,0,306.24,1036.19
2580-ATZSQ,One Year,FALSE,Bank Withdrawal,61.35,3874.1,0,0,1251.25,5125.35
8788-DOXSU,One Year,TRUE,Bank Withdrawal,61.35,3645.5,0,0,572.3,4217.8
1402-PTHGN,One Year,TRUE,Credit Card,61.5,1087.45,0,0,726.48,1813.93
2348-KCJLT,One Year,TRUE,Credit Card,61.5,2722.2,0,150,1974.28,4846.48
9052-DHNKM,One Year,FALSE,Bank Withdrawal,61.55,1581.95,0,0,989.04,2570.99
0074-HDKDG,One Year,TRUE,Bank Withdrawal,61.6,1611,44.9,0,161.25,1727.35
9798-DRYDS,One Year,TRUE,Mailed Check,61.95,1070.7,0,0,809.03,1879.73
0384-LPITE,One Year,FALSE,Credit Card,62.05,2511.55,0,0,0,2511.55
1536-YHDOE,One Year,TRUE,Credit Card,62.1,1096.65,0,0,548.59,1645.24
4808-YNLEU,One Year,TRUE,Bank Withdrawal,62.15,2215.45,0,0,858.55,3074
7931-PXHFC,One Year,TRUE,Credit Card,62.3,2354.8,0,0,1755.98,4110.78
9670-BPNXF,One Year,TRUE,Credit Card,62.55,2796.45,0,0,378,3174.45
0022-TCJCI,One Year,FALSE,Credit Card,62.7,2791.5,0,0,480.15,3271.65
4632-XJMEX,One Year,FALSE,Credit Card,62.85,3419.5,0,0,2533.93,5953.43
2541-YGPKE,One Year,FALSE,Credit Card,63.7,2763.35,0,0,1887.9,4651.25
5975-BAICR,One Year,TRUE,Credit Card,63.7,2188.5,0,0,1708.2,3896.7
2150-WLKUW,One Year,FALSE,Bank Withdrawal,63.9,2635,0,0,1684,4319
4003-OCTMP,One Year,TRUE,Bank Withdrawal,64,1910.75,0,0,892.8,2803.55
5756-OZRIO,One Year,FALSE,Bank Withdrawal,64.05,3902.6,0,0,2088.64,5991.24
1177-XZBJL,One Year,FALSE,Bank Withdrawal,64.15,3491.55,0,0,1991.21,5482.76
5815-HGGHV,One Year,TRUE,Credit Card,64.15,1274.45,0,100,675.6,2050.05
2522-WLNSF,One Year,FALSE,Bank Withdrawal,64.2,2106.3,0,0,419.22,2525.52
7753-USQYQ,One Year,TRUE,Bank Withdrawal,64.2,3627.3,0,0,1520.75,5148.05
8777-PVYGU,One Year,TRUE,Mailed Check,64.3,3410.6,0,0,219.44,3630.04
5203-XEHAX,One Year,FALSE,Bank Withdrawal,64.35,2053.05,46.39,0,1549.04,3555.7
0866-QLSIR,One Year,TRUE,Mailed Check,64.4,2088.75,0,0,1169.94,3258.69
5825-XJOCM,One Year,TRUE,Bank Withdrawal,64.4,3035.35,0,0,1259.52,4294.87
6440-DKQGE,One Year,FALSE,Credit Card,64.5,1929.95,0,0,836.4,2766.35
8845-LWKGE,One Year,TRUE,Bank Withdrawal,64.5,1985.15,0,0,1102.2,3087.35
4872-VXRIL,One Year,TRUE,Bank Withdrawal,64.65,3665.55,0,0,2705.92,6371.47
7032-LMBHI,One Year,FALSE,Bank Withdrawal,64.65,2347.85,0,0,1375.66,3723.51
6253-WRFHY,One Year,TRUE,Bank Withdrawal,64.75,877.35,0,0,173.16,1050.51
7945-HLKEA,One Year,FALSE,Bank Withdrawal,64.75,4039.5,0,120,2277,6436.5
3137-NYQQI,One Year,FALSE,Credit Card,64.8,1175.6,0,0,770.95,1946.55
0484-FFVBJ,One Year,TRUE,Bank Withdrawal,64.85,2010.95,0,0,496.64,2507.59
4223-BKEOR,One Year,FALSE,Mailed Check,64.85,1336.8,0,0,648.48,1985.28
6718-BDGHG,One Year,TRUE,Bank Withdrawal,64.85,2908.2,0,0,558.14,3466.34
7105-BENQF,One Year,FALSE,Credit Card,64.85,950.75,0,0,655.35,1606.1
0895-LMRSF,One Year,TRUE,Bank Withdrawal,64.9,1509.8,0,130,1067.2,2707
5081-NWSUP,One Year,FALSE,Credit Card,64.9,685.55,0,0,374.5,1060.05
5756-JYOJT,One Year,FALSE,Credit Card,64.9,697.25,0,0,55,752.25
8597-CTXVJ,One Year,FALSE,Bank Withdrawal,64.95,4551.5,20.87,0,1863.4,6394.03
0303-UNCIP,One Year,FALSE,Mailed Check,65,2531.8,0,140,1539.55,4211.35
3957-HHLMR,One Year,FALSE,Bank Withdrawal,65.2,4543.15,0,0,2080.4,6623.55
5127-BZENZ,One Year,FALSE,Bank Withdrawal,65.2,3512.15,0,0,2224.32,5736.47
5446-DKWYW,One Year,TRUE,Bank Withdrawal,65.2,3965.05,0,0,2397.91,6362.96
7184-LRUUR,One Year,FALSE,Bank Withdrawal,65.25,1441.8,0,0,38.28,1480.08
7994-XIRTR,One Year,FALSE,Bank Withdrawal,65.25,3529.95,33.07,0,277.56,3774.44
0297-RBCSG,One Year,TRUE,Bank Withdrawal,65.35,1231.85,0,60,794.01,2085.86
7541-YLXCL,One Year,TRUE,Credit Card,65.4,2498.4,0,0,954.36,3452.76
9209-NWPGU,One Year,FALSE,Bank Withdrawal,65.4,2774.55,0,0,1539.12,4313.67
2581-VKIRT,One Year,FALSE,Mailed Check,65.5,3801.3,0,0,854.91,4656.21
0002-ORFBO,One Year,TRUE,Credit Card,65.6,593.3,0,0,381.51,974.81
4957-TIALW,One Year,FALSE,Credit Card,65.6,1010,0,0,301.65,1311.65
9114-AAFQH,One Year,TRUE,Bank Withdrawal,65.65,3094.65,0,0,2394.24,5488.89
9055-MOJJJ,One Year,FALSE,Mailed Check,65.8,4068,27.79,20,1708.8,5769.01
3161-ONRWK,One Year,TRUE,Bank Withdrawal,65.85,3928.3,0,0,2614.2,6542.5
7919-ZODZZ,One Year,TRUE,Credit Card,65.9,660.05,0,0,420,1080.05
0334-ZFJSR,One Year,TRUE,Credit Card,66.05,3462.1,44.53,150,1945.9,5513.47
5499-ECUTN,One Year,TRUE,Credit Card,66.05,3021.45,0,40,308.32,3369.77
4942-VZZOM,One Year,TRUE,Credit Card,66.15,4392.5,0,0,2397.44,6789.94
6827-IEAUQ,One Year,FALSE,Credit Card,66.15,1874.45,0,0,1085.67,2960.12
3850-OKINF,One Year,TRUE,Bank Withdrawal,66.2,4692.55,0,0,2629.13,7321.68
9330-DHBFL,One Year,TRUE,Credit Card,66.25,1533.8,23.92,0,262.2,1772.08
1265-HVPZB,One Year,FALSE,Credit Card,66.4,3958.2,0,0,947.54,4905.74
4174-LPGTI,One Year,TRUE,Bank Withdrawal,66.5,2728.6,0,0,1312.82,4041.42
1866-DIOQZ,One Year,FALSE,Bank Withdrawal,66.8,4689.15,0,0,0,4689.15
9803-FTJCG,One Year,TRUE,Credit Card,66.85,4748.7,0,0,344.35,5093.05
9253-VIFJQ,One Year,FALSE,Credit Card,67.05,4309.55,0,0,2566.85,6876.4
9207-ZPANB,One Year,FALSE,Bank Withdrawal,67.45,2443.3,0,0,482.48,2925.78
0628-CNQRM,One Year,TRUE,Bank Withdrawal,67.5,1544.05,0,0,435.6,1979.65
8738-JOKAR,One Year,TRUE,Credit Card,67.7,2882.25,0,0,1651.44,4533.69
6252-DFGTK,One Year,FALSE,Credit Card,68.1,2479.25,0,0,1123.32,3602.57
1474-JUWSM,One Year,TRUE,Bank Withdrawal,68.4,3972.25,0,0,1565.42,5537.67
5820-PTRYM,One Year,TRUE,Credit Card,68.45,4014,0,0,1501.92,5515.92
1338-CECEE,One Year,FALSE,Bank Withdrawal,68.5,2839.95,38.37,0,556.78,3358.36
1921-KYSAY,One Year,TRUE,Bank Withdrawal,68.6,2877.05,0,0,1514.13,4391.18
1840-BIUOG,One Year,TRUE,Bank Withdrawal,68.7,1416.2,0,0,650,2066.2
4560-WQAQW,One Year,FALSE,Bank Withdrawal,68.7,4070.95,0,150,1670.88,5891.83
4114-QMKVN,One Year,FALSE,Bank Withdrawal,68.75,3815.4,0,110,409.36,4334.76
4578-PHJYZ,One Year,TRUE,Bank Withdrawal,68.75,3482.85,16.86,0,286.52,3752.51
5791-KAJFD,One Year,TRUE,Bank Withdrawal,68.75,3808,0,0,2400.16,6208.16
5829-NVSQN,One Year,TRUE,Bank Withdrawal,68.75,1689.45,0,0,721.97,2411.42
9968-FFVVH,One Year,FALSE,Bank Withdrawal,68.8,4111.35,0,0,2417.31,6528.66
2925-MXLSX,One Year,TRUE,Credit Card,68.95,2038.7,0,0,679.2,2717.9
6992-TKNYO,One Year,FALSE,Credit Card,69,2669.45,0,0,1220.18,3889.63
9609-BENEA,One Year,TRUE,Bank Withdrawal,69,2441.7,0,0,1608.95,4050.65
8690-UPCZI,One Year,FALSE,Bank Withdrawal,69.05,1958.45,0,40,1064.3,3062.75
0872-CASZJ,One Year,TRUE,Credit Card,69.1,4096.9,0,0,1209.5,5306.4
4501-UYKBC,One Year,TRUE,Credit Card,69.1,3255.35,0,0,737.84,3993.19
8760-ZRHKE,One Year,FALSE,Bank Withdrawal,69.2,4982.5,0,0,3449.89,8432.39
1544-JJMYL,One Year,FALSE,Credit Card,69.35,1927.3,0,0,982.53,2909.83
2799-ARNLO,One Year,TRUE,Bank Withdrawal,69.35,341.6,0,0,47.8,389.4
6332-FBZRI,One Year,TRUE,Credit Card,69.35,4653.25,9.99,0,2426.07,7069.33
2969-WGHQO,One Year,FALSE,Bank Withdrawal,69.45,477.05,0,0,132.37,609.42
3523-QRQLL,One Year,TRUE,Bank Withdrawal,69.5,1498.2,49.57,0,770.88,2219.51
6575-SUVOI,One Year,TRUE,Credit Card,69.5,1752.65,0,0,765,2517.65
0667-NSRGI,One Year,TRUE,Credit Card,69.55,3435.6,0,0,817.44,4253.04
2391-IPLOP,One Year,TRUE,Bank Withdrawal,69.65,3442.15,0,0,716,4158.15
4342-HFXWS,One Year,FALSE,Bank Withdrawal,69.7,3023.65,0,0,2143.68,5167.33
0743-HNPFG,One Year,TRUE,Credit Card,69.75,3562.5,0,0,915.45,4477.95
5760-WRAHC,One Year,TRUE,Mailed Check,69.75,1545.4,0,0,1099.56,2644.96
2988-PLAHS,One Year,TRUE,Bank Withdrawal,69.95,220.45,0,30,88.53,338.98
3164-AALRN,One Year,TRUE,Credit Card,70,347.4,0,10,226.25,583.65
3509-GWQGF,One Year,FALSE,Credit Card,70,1732.6,0,140,761.52,2634.12
6705-LXORM,One Year,FALSE,Bank Withdrawal,70.05,302.6,0,0,27.1,329.7
2325-ZUSFD,One Year,TRUE,Bank Withdrawal,70.1,3913.3,0,0,2089.05,6002.35
7581-EBBOU,One Year,TRUE,Credit Card,70.15,4224.7,0,0,2332.8,6557.5
7657-DYEPJ,One Year,TRUE,Credit Card,70.15,2497.35,0,0,218.5,2715.85
9289-LBQVU,One Year,TRUE,Credit Card,70.15,4480.7,0,0,2107.52,6588.22
9378-FXTIZ,One Year,TRUE,Credit Card,70.15,3715.65,0,0,2273.4,5989.05
6061-GWWAV,One Year,FALSE,Credit Card,70.2,2894.55,0,0,564.16,3458.71
1137-DGOWI,One Year,FALSE,Bank Withdrawal,70.25,2198.9,0,0,519.9,2718.8
3468-DRVQJ,One Year,FALSE,Bank Withdrawal,70.3,676.15,0,0,263.7,939.85
4644-PIZRT,One Year,TRUE,Bank Withdrawal,70.35,1201.65,0,0,565.08,1766.73
0369-ZGOVK,One Year,TRUE,Bank Withdrawal,70.4,1992.2,0,0,362.32,2354.52
2364-UFROM,One Year,FALSE,Bank Withdrawal,70.4,2044.75,0,0,972.3,3017.05
9565-JSNFM,One Year,TRUE,Bank Withdrawal,70.45,2597.6,0,0,1280.98,3878.58
6478-HRRCZ,One Year,FALSE,Credit Card,70.5,2201.75,0,0,1422.4,3624.15
8550-XSXUQ,One Year,TRUE,Credit Card,70.55,3420.5,0,0,1863.36,5283.86
1154-HYWWO,One Year,FALSE,Credit Card,70.6,2708.2,0,0,1605.12,4313.32
2361-UPSND,One Year,FALSE,Credit Card,70.6,3231.05,0,0,2058.5,5289.55
1996-DBMUS,One Year,TRUE,Bank Withdrawal,70.65,3545.05,0,0,604.8,4149.85
4186-ZBUEW,One Year,TRUE,Credit Card,70.7,2511.95,0,60,1053.72,3625.67
4906-ZHGPK,One Year,TRUE,Bank Withdrawal,70.7,3770,0,0,2616.3,6386.3
0635-WKOLD,One Year,FALSE,Credit Card,70.75,2921.75,0,0,949.6,3871.35
0654-PQKDW,One Year,TRUE,Bank Withdrawal,70.75,4263.45,0,0,2607.1,6870.55
3021-VLNRJ,One Year,TRUE,Credit Card,70.8,3478.15,0,0,1876,5354.15
6685-GBWJZ,One Year,FALSE,Credit Card,70.8,4448.8,0,0,2960.37,7409.17
8016-ZMGMO,One Year,TRUE,Bank Withdrawal,70.85,4738.85,0,0,2904.66,7643.51
4903-CNOZC,One Year,FALSE,Credit Card,70.9,1964.6,0,0,836.07,2800.67
1661-CZBAU,One Year,TRUE,Bank Withdrawal,70.95,3629.2,0,0,2148.48,5777.68
4682-BLBUC,One Year,TRUE,Bank Withdrawal,70.95,3250.45,24.92,0,1302.84,4528.37
5397-TUPSH,One Year,TRUE,Bank Withdrawal,70.95,4555.2,7.43,0,1864.2,6411.97
2065-MMKGR,One Year,TRUE,Credit Card,71,2080.1,0,0,1200.02,3280.12
9470-YFUYI,One Year,TRUE,Bank Withdrawal,71,5012.1,0,0,805.85,5817.95
0533-UCAAU,One Year,TRUE,Credit Card,71.1,4140.1,0,0,2745.12,6885.22
8331-ZXFOE,One Year,TRUE,Credit Card,71.1,4299.2,0,0,2455.14,6754.34
8184-WMOFI,One Year,FALSE,Credit Card,71.4,4487.3,0,0,871.1,5358.4
4890-VMUAV,One Year,FALSE,Bank Withdrawal,71.5,4576.3,0,70,1137.15,5783.45
7108-DGVUU,One Year,FALSE,Bank Withdrawal,71.7,1497.05,0,100,636.3,2233.35
3915-ODIYG,One Year,TRUE,Bank Withdrawal,71.75,4374.55,0,10,612,4996.55
5915-DGNVC,One Year,FALSE,Bank Withdrawal,71.8,3472.05,0,0,1229.9,4701.95
7100-FQPRV,One Year,TRUE,Credit Card,71.9,3173.35,0,0,2068.3,5241.65
0021-IKXGC,One Year,TRUE,Bank Withdrawal,72.1,72.1,0,0,7.77,79.87
2453-SAFNS,One Year,FALSE,Credit Card,72.1,3886.05,0,0,2453.22,6339.27
4826-DXMUP,One Year,TRUE,Credit Card,72.1,2495.15,0,0,353.85,2849
9938-ZREHM,One Year,FALSE,Credit Card,72.1,2658.4,16.36,0,1570.65,4212.69
